customer_email,customer_name,customer_age,age_group,customer_value_tier,customer_segment
amoreno@example.org,Cory Wilson,30,26-35,Premium,Small Business
dbenitez@example.org,Brenda Gonzalez,49,36-50,High,Individual
crystal25@example.net,Catherine Miller,61,51-65,Premium,Small Business
barbaramoore@example.org,Donald Juarez,40,36-50,High,Small Business
creyes@example.net,Madeline Powell,52,51-65,High,Individual
andrewsmith@example.net,Tiffany Mcclain,32,26-35,Premium,Individual
reyesbrianna@example.org,Shawn Collins,70,65+,Low,Individual
ryan25@example.com,Elizabeth Carter,78,65+,Premium,Individual
osmith@example.net,Carmen Meadows,29,26-35,Premium,Enterprise
richardsondebra@example.org,Alex Wagner,35,26-35,Low,Individual
wheelerbrandon@example.org,Dawn Nichols,77,65+,Medium,Small Business
jjames@example.com,Amber Wilson,26,26-35,Medium,Enterprise
turnerdorothy@example.net,Christine Jennings,61,51-65,Medium,Enterprise
huntchristine@example.com,Larry Taylor,55,51-65,Medium,Individual
marie35@example.net,Kathleen Lynch,74,65+,Medium,Individual
haleycastillo@example.org,Andrew Crawford,32,26-35,Premium,Small Business
fhernandez@example.net,Brandon Rodriguez,24,18-25,Low,Enterprise
stephenmadden@example.com,Ashley Scott,21,18-25,Medium,Individual
michael56@example.net,Robert Sawyer,21,18-25,High,Small Business
elizabethjackson@example.com,Peter Williams,76,65+,Premium,Enterprise
watsonmatthew@example.org,Marco Johns,27,26-35,Medium,Individual
pmarsh@example.org,Jesus Houston,44,36-50,Medium,Small Business
dalepruitt@example.com,Nicholas Jarvis,22,18-25,High,Small Business
cheryl27@example.com,Jessica Carr,36,36-50,Low,Individual
alexander89@example.net,Jessica Brown,30,26-35,Medium,Individual
reynoldsjessica@example.com,Tyler Marks,74,65+,High,Individual
smithsarah@example.net,Margaret Hernandez,33,26-35,Medium,Small Business
vflores@example.com,Jon Martin,45,36-50,Premium,Small Business
christianwallace@example.net,Krista Gray,71,65+,Medium,Individual
bmcgee@example.org,Jonathan Stewart,28,26-35,Low,Individual
connersylvia@example.net,Justin Smith,36,36-50,Premium,Individual
xmoran@example.net,Jesse Castro,23,18-25,Low,Individual
michael48@example.net,Peter Walker,58,51-65,Medium,Enterprise
lydianewton@example.com,Amber Martin,70,65+,Low,Small Business
ylewis@example.org,Craig Martinez,53,51-65,High,Enterprise
bartonshannon@example.net,Peter Williams,51,51-65,Low,Small Business
tranryan@example.net,Brandy Porter,18,18-25,Medium,Individual
jessicaanderson@example.com,Priscilla Kent,83,65+,Medium,Small Business
mbarnes@example.net,Sonya Gordon,61,51-65,Premium,Enterprise
shawn22@example.com,James Cooper,46,36-50,Medium,Enterprise
jennifer83@example.org,Nicole Evans,63,51-65,Medium,Enterprise
tinasantos@example.org,Donna Reed,85,65+,Premium,Small Business
anna99@example.net,Mallory Page,21,18-25,Low,Individual
natalie60@example.net,Paul Skinner,83,65+,High,Individual
josephfloyd@example.com,Charles Santiago,81,65+,Premium,Small Business
james80@example.com,Ryan Vaughn,72,65+,Premium,Individual
juliahoffman@example.org,Luis Lowe,58,51-65,Low,Individual
housepaul@example.net,Rebecca Roberts,41,36-50,High,Enterprise
christinenorman@example.com,Amy Manning,16,18-25,Premium,Enterprise
kari89@example.org,Mark Mckinney,31,26-35,High,Enterprise
lopezglenn@example.net,Cheryl Cole,63,51-65,Medium,Individual
eugenesingleton@example.org,Jeffrey Hawkins,69,65+,Medium,Small Business
candice94@example.com,Timothy Williams,56,51-65,Low,Individual
alicia28@example.org,Heather Bowers,43,36-50,Medium,Individual
baileynicole@example.net,Jennifer Herrera,62,51-65,High,Enterprise
wbarajas@example.net,Edward Clements,45,36-50,Low,Individual
susanfleming@example.com,Gregory Allen,29,26-35,Low,Enterprise
angel85@example.net,Theresa Cruz,41,36-50,Medium,Individual
lukemiller@example.org,Katelyn Phillips,46,36-50,High,Individual
clarkcrystal@example.org,Patricia Ferguson,28,26-35,Low,Small Business
elucas@example.net,Sara Harris,68,65+,High,Individual
jonesgregory@example.com,Joe Rivera,79,65+,Premium,Small Business
ohughes@example.com,Roberto Bartlett,76,65+,Medium,Enterprise
maychristine@example.net,James Wilson,29,26-35,Medium,Individual
robertsgina@example.net,Ryan Howard,50,36-50,Medium,Enterprise
wellsamanda@example.org,Timothy James,33,26-35,Low,Individual
kennetheaton@example.net,Robert Gardner,82,65+,High,Small Business
davidsmith@example.net,Travis Spencer,71,65+,High,Small Business
jason82@example.org,Theresa Torres,78,65+,Premium,Enterprise
emilybradley@example.org,Ruben Lee,36,36-50,High,Small Business
robertscarlos@example.org,Wanda Dunn,62,51-65,Low,Individual
emilyyoung@example.com,Katelyn Rivera,55,51-65,High,Small Business
mcculloughlouis@example.com,Anonymous Customer,69,65+,Premium,Enterprise
lindsey62@example.org,Elizabeth Silva,59,51-65,High,Individual
xhill@example.org,Daniel Singh,22,18-25,High,Individual
kim78@example.org,Sherry Ford,25,18-25,Medium,Small Business
patriciagonzalez@example.net,Angela Ramirez,82,65+,High,Individual
hessbeth@example.net,Monica Mcclain,41,36-50,Premium,Individual
jvaldez@example.com,Kristen Stephens,52,51-65,Medium,Individual
dennis88@example.org,Raymond Quinn,20,18-25,High,Individual
katherinetaylor@example.org,Adam Allen,18,18-25,High,Enterprise
jillwebb@example.com,Krystal Brennan,46,36-50,High,Individual
jim38@example.com,John Brown,46,36-50,Medium,Individual
dakota84@example.net,Jesse Williams,30,26-35,Low,Small Business
pdiaz@example.org,Laura Bennett,20,18-25,Premium,Small Business
wgomez@example.com,William Walker,65,51-65,Medium,Small Business
jerryrobertson@example.com,Mr. Jonathan Taylor,68,65+,High,Small Business
guerrerorobert@example.com,Christopher Guzman,61,51-65,Medium,Enterprise
olsontimothy@example.org,Anonymous Customer,16,18-25,Medium,Small Business
andersonbrittany@example.org,Roy Johnson,56,51-65,Premium,Small Business
jonathanwhite@example.com,Stephanie Thomas,44,36-50,Low,Enterprise
stacey37@example.net,Marcia Johns,35,26-35,Medium,Enterprise
laurahoover@example.org,Carolyn Greer,42,36-50,Premium,Enterprise
sandra99@example.org,Deborah Ramsey,69,65+,High,Individual
mserrano@example.org,Carlos Smith,76,65+,High,Enterprise
davisdonna@example.net,Lucas Williams,46,36-50,Low,Enterprise
xboyd@example.org,Stephanie Hampton,21,18-25,Premium,Individual
zbell@example.net,Crystal Lang,32,26-35,Premium,Small Business
jonathancannon@example.org,Melissa Davis,78,65+,High,Individual
fletcherkristine@example.net,Kimberly Scott,79,65+,High,Enterprise
robert12@example.com,Adam Pena,39,36-50,Low,Small Business
cheryl63@example.com,Deborah Herrera,28,26-35,Medium,Enterprise
tking@example.net,Karen Wood,77,65+,Medium,Enterprise
adkinssean@example.net,Jennifer Taylor,32,26-35,Premium,Small Business
martintamara@example.org,Jordan Hartman,67,65+,Premium,Individual
qdavis@example.org,Charles Frost,55,51-65,Medium,Enterprise
hmendez@example.com,Andrew Cruz,70,65+,High,Small Business
daniellegonzales@example.org,Amy Ayala,79,65+,Premium,Individual
bowerswilliam@example.net,Regina Mitchell,47,36-50,Medium,Enterprise
cantrellchristopher@example.com,Megan Ward,48,36-50,Medium,Individual
aprilmclaughlin@example.org,Michael Sullivan,54,51-65,Premium,Enterprise
michael43@example.net,Duane Gallegos,49,36-50,Low,Individual
kspears@example.org,Anonymous Customer,78,65+,High,Small Business
matthew18@example.com,Jonathan Hansen,77,65+,Medium,Small Business
kchurch@example.com,Rebecca Wright,72,65+,Medium,Small Business
bmosley@example.com,Gerald Rowe,71,65+,Low,Enterprise
ericahall@example.com,James Kramer,78,65+,Premium,Enterprise
john16@example.net,Kelli Smith,60,51-65,High,Individual
nedwards@example.net,Angela Velazquez,75,65+,Premium,Small Business
victorgonzalez@example.net,Paul Conrad,36,36-50,Medium,Small Business
marykelly@example.org,Christine Harris,80,65+,High,Small Business
duranamber@example.org,Megan Alvarado,50,36-50,Low,Enterprise
travis84@example.com,Mr. Johnathan Galloway,29,26-35,Premium,Individual
imendoza@example.org,Bethany Fox,28,26-35,Premium,Small Business
sbray@example.net,Scott Parsons,80,65+,Medium,Small Business
ucarpenter@example.com,Adam Craig,68,65+,Premium,Enterprise
thomas95@example.com,Chelsea Baker,71,65+,High,Enterprise
shannon92@example.net,Mr. Michael Watson Phd,54,51-65,Medium,Small Business
angelachase@example.org,Brett Nelson,67,65+,Premium,Individual
thompsonvictor@example.net,Nancy Kennedy,55,51-65,Premium,Individual
anna90@example.com,Emily Tucker,23,18-25,Low,Small Business
gcombs@example.com,Amy Cervantes,46,36-50,Premium,Enterprise
maurice61@example.com,Isaac Castro,47,36-50,Premium,Enterprise
tiffanymitchell@example.com,Lisa Ray,76,65+,Medium,Small Business
jamesjustin@example.net,Patricia Griffin,78,65+,Low,Enterprise
kwelch@example.com,Margaret Mcfarland,76,65+,Premium,Enterprise
logan44@example.net,Angela Cooper,63,51-65,Premium,Small Business
julie87@example.com,Stephen Norman,43,36-50,Medium,Individual
shelby13@example.org,Alexander Luna,32,26-35,Medium,Small Business
johnsonrandy@example.org,Arthur Johns,66,65+,High,Enterprise
pparker@example.net,Christopher Pena,31,26-35,Medium,Enterprise
anthonyalvarado@example.com,Cameron Rose,18,18-25,Low,Enterprise
amy28@example.org,William Fernandez,71,65+,Medium,Enterprise
omills@example.net,Lynn Fields,27,26-35,Medium,Enterprise
ramosmichael@example.com,Karen Perez,68,65+,High,Individual
mauriceharrison@example.org,Aaron Ochoa,50,36-50,High,Enterprise
earroyo@example.com,Anonymous Customer,47,36-50,Medium,Small Business
kelleyjacob@example.net,Rebecca Harper,84,65+,Medium,Individual
oclayton@example.com,Christopher Mclaughlin,48,36-50,Low,Enterprise
justin84@example.com,David Duran,51,51-65,Medium,Enterprise
rwilliamson@example.net,Catherine Roberts,42,36-50,High,Individual
lopezcurtis@example.com,Frank Hernandez Dvm,78,65+,Premium,Enterprise
alexisrobinson@example.com,Monica Hall,61,51-65,Medium,Individual
riveramegan@example.org,Kathleen Watson,40,36-50,Medium,Enterprise
jamesskinner@example.com,James Daniels,66,65+,Medium,Enterprise
cwise@example.org,William Espinoza,32,26-35,High,Enterprise
thomasmaldonado@example.com,Christina Moss Md,48,36-50,Low,Small Business
kingdanielle@example.org,Mark Williams,21,18-25,Medium,Small Business
youngryan@example.org,Sharon Robinson,70,65+,Premium,Individual
albertwilliams@example.net,Lauren Foster,58,51-65,Premium,Small Business
ericdavis@example.net,Brittney Townsend,28,26-35,High,Individual
kellyeric@example.net,Yolanda Garrett,23,18-25,Premium,Individual
linda73@example.org,John Stewart,17,18-25,High,Small Business
washingtonsamuel@example.com,Nathaniel King,17,18-25,Premium,Enterprise
mario74@example.net,Cheryl Lopez,33,26-35,Low,Small Business
qphillips@example.net,Caitlyn Schmidt,59,51-65,Medium,Enterprise
nicoleharvey@example.com,Ricardo Hunter,41,36-50,Medium,Enterprise
rlee@example.com,Erica Brown,36,36-50,Premium,Small Business
daniel81@example.org,Lisa Morris,58,51-65,Premium,Individual
washingtoncorey@example.net,Cassandra Johnson,62,51-65,High,Individual
brandon39@example.net,Mary Fox,38,36-50,High,Enterprise
mcdonalddanielle@example.com,Thomas Rios,37,36-50,Medium,Enterprise
colonjoseph@example.org,Stephanie Short,70,65+,High,Enterprise
garciajerry@example.com,Eric Blackburn,81,65+,Low,Enterprise
angelagrant@example.net,Matthew Hudson,79,65+,High,Small Business
kandrade@example.org,Laura Craig,20,18-25,Low,Small Business
umahoney@example.net,George Moore,26,26-35,Medium,Small Business
charlene98@example.org,Jennifer Schultz,56,51-65,Low,Individual
zwest@example.org,Tammy King,26,26-35,Low,Individual
victoriaturner@example.com,Duane Smith,51,51-65,Premium,Individual
samantha88@example.net,Ethan Ingram,17,18-25,Premium,Individual
devonrichardson@example.net,Anna Stevens,75,65+,Medium,Individual
ncarroll@example.net,Robert Davis,17,18-25,Low,Small Business
larsonkevin@example.net,Rebecca Thompson,20,18-25,Premium,Enterprise
michael66@example.org,Angela Brown,73,65+,Medium,Individual
walterscrystal@example.org,Nicole Atkinson,42,36-50,Medium,Individual
wayne32@example.org,Emma Cunningham,69,65+,Premium,Small Business
walkerkeith@example.com,Jenna Griffin,55,51-65,High,Enterprise
matthewalvarez@example.net,Anonymous Customer,58,51-65,High,Small Business
iayala@example.org,Deborah Ross,38,36-50,Premium,Enterprise
annshea@example.net,Katherine Pearson,36,36-50,Medium,Small Business
rodriguezrobert@example.com,Derek Jordan,57,51-65,Medium,Small Business
gary59@example.com,Gregory Rios,67,65+,Medium,Individual
ginamoore@example.net,Andrew Meyers,47,36-50,Premium,Small Business
rodriguezbrian@example.net,Anonymous Customer,17,18-25,Low,Small Business
heather14@example.com,Ronnie Roberts,82,65+,Medium,Small Business
amychristensen@example.net,Daniel Medina,27,26-35,Low,Individual
bennettrebecca@example.net,Wendy Neal,37,36-50,Medium,Individual
brian01@example.com,Antonio Gonzalez,29,26-35,High,Individual
smithmichelle@example.net,Samuel Keller,21,18-25,Premium,Small Business
mckeetodd@example.net,James Bray,65,51-65,Premium,Enterprise
williamssandra@example.com,Cristian Rasmussen,80,65+,High,Individual
colleen38@example.com,Patrick Smith Dds,53,51-65,Low,Individual
raymondstacy@example.org,David Hughes,21,18-25,Premium,Individual
rmeyer@example.net,James Taylor,44,36-50,Premium,Small Business
robertberry@example.com,Anonymous Customer,42,36-50,Medium,Enterprise
denisecarpenter@example.net,Erin Daniels,47,36-50,Low,Small Business
russellstout@example.org,Charles Barker,80,65+,High,Individual
whitemary@example.org,Sylvia Stewart,48,36-50,Premium,Small Business
vturner@example.net,Fernando Dudley,16,18-25,Medium,Small Business
jackfarmer@example.net,Brittany Lopez,20,18-25,Medium,Individual
jerryjohnson@example.org,Keith Hall,23,18-25,High,Individual
xjoseph@example.org,Brandi Mathis,74,65+,High,Enterprise
antonioduran@example.org,John Martin,82,65+,Premium,Small Business
katherinejones@example.com,Jason Newton,27,26-35,High,Small Business
ronaldparsons@example.net,Melissa Delacruz,16,18-25,High,Enterprise
meyershannon@example.org,Michelle Long,30,26-35,High,Individual
oblack@example.org,Kelly Foster Phd,29,26-35,Premium,Individual
steven64@example.net,James Torres,16,18-25,Premium,Individual
gdavis@example.org,Jose Thomas,70,65+,High,Small Business
davisjasmin@example.net,Rebecca Higgins,76,65+,Premium,Small Business
nicholasjames@example.org,Michael Acosta,54,51-65,High,Small Business
mistywhite@example.net,Seth Huffman,71,65+,Medium,Small Business
lroberts@example.org,Eric Mack,78,65+,Medium,Individual
alexander77@example.net,Dale Dean,71,65+,Premium,Individual
cchavez@example.org,Stephen Young,56,51-65,Premium,Small Business
brandonhernandez@example.net,Dana Kelley,32,26-35,Low,Enterprise
thomasantonio@example.net,Anonymous Customer,79,65+,High,Small Business
butlergregory@example.net,Erin Miller,77,65+,High,Enterprise
tammycurry@example.com,Melissa Larson,22,18-25,Premium,Small Business
wwilkins@example.com,Randy Morris,83,65+,Premium,Enterprise
mark68@example.org,Eileen Taylor,36,36-50,High,Enterprise
webbhaley@example.net,Anthony Duncan,29,26-35,High,Enterprise
sara99@example.com,Ryan Green,71,65+,Low,Individual
jeanettekrause@example.org,Kathleen Morton,27,26-35,Premium,Small Business
laurenduarte@example.com,Mario Wilson,77,65+,Premium,Enterprise
davidsonhannah@example.com,Justin Walsh,84,65+,High,Small Business
wilsonmathew@example.com,Eric Pierce,31,26-35,High,Individual
markmorgan@example.net,Toni Collier,20,18-25,High,Small Business
dmoore@example.net,Rebecca Brewer,53,51-65,Low,Enterprise
conleykevin@example.net,Richard Gutierrez,21,18-25,Premium,Individual
lauren51@example.org,Joshua Clark,48,36-50,Medium,Small Business
ashleyprice@example.net,Gina Brooks,40,36-50,Premium,Enterprise
jennifer46@example.org,Nicole Thornton,31,26-35,Low,Small Business
javier42@example.org,Jacqueline Gallegos,28,26-35,Medium,Individual
zhunter@example.com,Paula Gentry,52,51-65,Low,Individual
kimberly21@example.net,Cheryl Mclean,67,65+,High,Small Business
smithsarah@example.net,Christine Johnson Md,63,51-65,Medium,Small Business
garciakatie@example.net,Anita Owens,45,36-50,Medium,Small Business
manuellee@example.com,Peter Fowler,26,26-35,High,Individual
ericwilson@example.net,Jeremy Wilson,67,65+,Medium,Enterprise
joseph49@example.org,Christine Bell,83,65+,Premium,Small Business
bwilliams@example.com,Louis Morgan,64,51-65,Premium,Small Business
tmyers@example.net,Ashley Brown,43,36-50,Low,Individual
larry38@example.org,Sara Lyons,61,51-65,Low,Small Business
tdavis@example.net,Julie Anderson,48,36-50,Premium,Small Business
douglashuang@example.com,Julie Hall,36,36-50,Medium,Individual
kristina57@example.com,Clifford Stark,50,36-50,Low,Enterprise
justinbailey@example.net,Brian Mendoza,65,51-65,Medium,Individual
nguyendebra@example.com,Jennifer Klein,17,18-25,Low,Small Business
amydickson@example.com,Kevin Allen,49,36-50,Premium,Individual
vbradley@example.net,Robert Garza,45,36-50,Premium,Individual
mwilson@example.com,Matthew Miller,45,36-50,Medium,Small Business
gjones@example.net,Samantha Thompson,47,36-50,Low,Individual
davislisa@example.net,Sally Murphy,48,36-50,Premium,Small Business
shermandonna@example.com,Anonymous Customer,83,65+,High,Enterprise
erinstewart@example.net,Luis West,40,36-50,Medium,Individual
